Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
tcp.analysis.bytes_in_flight,CS2D1,CV,3.0,0.0,0.43901416513842817,0.19276784342463035,0.48519977060713854,0.19276784342463035,0.20582486216681722,0.1138875243832004,0.0,0.03781895637512202,0.00917301177978512
tcp.analysis,CS2D1,CV,3.0,0.0,0.4048170394998937,0.08925142828170365,0.06516454809077614,0.08925142828170365,0.06952763578391294,0.043445173471813356,0.0,0.0184964179992675,0.00624971389770506
tcp.analysis.duplicate_ack,CS2D1,CV,3.0,0.0,0.38353588692269824,0.090311046045642,0.10500744941239959,0.090311046045642,0.05877123635968162,0.0072077988602107,0.0,0.01647315025329586,0.0086609840393066
tcp.analysis.duplicate_ack_frame,CS2D1,CV,3.0,0.0,0.38370712859609074,0.09066531484596849,0.24130735693824112,0.09066531484596849,0.05962619860331671,0.00746504639755136,0.0,0.02443194389343258,0.0031253814697265597
tcp.analysis.duplicate_ack_num,CS2D1,CV,3.0,0.0,0.38355730386140674,0.09033024533246017,0.13470128970809836,0.09033024533246017,0.05883307371242404,0.00724452088603946,0.0,0.0193093299865722,0.0
tcp.analysis.flags,CS2D1,CV,3.0,0.0,0.3926588447673295,0.1100677343701768,0.10729628266357913,0.1100677343701768,0.08581852228320538,0.027280620588594477,0.0,0.0249702930450439,0.00312533378601074
tcp.analysis.initial_rtt,CS2D1,CV,3.0,0.0,0.49798148814259113,0.28058843370840936,0.6095528008644471,0.28058843370840936,0.3089321293999429,0.21644268465450955,0.0,0.08970289230346676,0.00935611724853512
tcp.analysis.keep_alive,CS2D1,CV,3.0,0.0,0.38945232808501695,0.10310436747668679,0.11531835300341178,0.10310436747668679,0.07817950532648778,0.0196900455502944,0.0,0.019191169738769498,0.00312838554382324
tcp.analysis.keep_alive_ack,CS2D1,CV,3.0,0.0,0.38031225300080274,0.0833333333333333,0.03169268775006686,0.0833333333333333,0.04592091972145442,0.0,0.0,0.015650558471679617,0.009756469726562439
tcp.analysis.lost_segment,CS2D1,CV,3.0,0.0,0.38031225098478905,0.0833333333333333,0.031692687582065705,0.0833333333333333,0.045920866854489845,0.0,0.0,0.02119202613830564,0.0031254768371582
tcp.analysis.out_of_order,CS2D1,CV,3.0,0.0,0.3803122603317618,0.0833333333333333,0.0316926883609801,0.0833333333333333,0.04592100942799352,0.0,0.0,0.01996297836303706,0.0
tcp.analysis.push_bytes_sent,CS2D1,CV,3.0,0.0,0.4391597127166856,0.19428380072388357,0.46883816547010476,0.19428380072388357,0.2077476268181777,0.11414954601368152,0.0,0.032731580734252884,0.00935668945312498
tcp.analysis.retransmission,CS2D1,CV,3.0,0.0,0.3808944901403334,0.0887998060948775,0.09109712253671043,0.0887998060948775,0.05595119113699705,0.0014470348718081199,0.0,0.019553518295288043,0.00312733650207518
tcp.analysis.reused_ports,CS2D1,CV,3.0,0.0,0.3809158817872331,0.08885547977772502,0.10892114346181261,0.08885547977772502,0.056239689720326835,0.00136350866055254,0.0,0.015743303298950163,0.0031245708465575998
tcp.analysis.rto,CS2D1,CV,3.0,0.0,0.3809372968015649,0.08896573883016812,0.24411437427784125,0.08896573883016812,0.05654943832619972,0.00143472507548076,0.0,0.022608423233032183,0.0031270503997802603
tcp.analysis.rto_frame,CS2D1,CV,3.0,0.0,0.3809886802267116,0.0890308672373474,0.21722873893236844,0.0890308672373474,0.05662220869345432,0.00151745154541956,0.0,0.014537811279296802,0.0093795299530029
tcp.analysis.spurious_retransmission,CS2D1,CV,3.0,0.0,0.3804021635481929,0.0834792289191699,0.1033624750980476,0.0834792289191699,0.04621543922962804,0.00019726242599478897,0.0,0.01574268341064448,0.00091972351074218
tcp.analysis.window_update,CS2D1,CV,3.0,0.0,0.38032939534892046,0.08338165911735422,0.04627779253813624,0.08338165911735422,0.046018863645791684,5.940129934012616e-05,0.0,0.02068800926208492,0.0035697937011718605
tcp.checksum,CS2D1,CV,3.0,0.0,0.437049142249245,0.14328319599612704,0.19988838684932406,0.14328319599612704,0.13962147874139022,0.13209764207061805,0.0,0.5046205043792724,0.00953378677368164
tcp.checksum.status,CS2D1,CV,3.0,0.0,0.4262608800790876,0.09409691900599862,0.07027359919451547,0.09409691900599862,0.07542249765767825,0.07837078078509019,0.0,0.01765179634094234,0.0012217998504638601
tcp.completeness,CS2D1,CV,3.0,0.0,0.46031669983227663,0.15832962706959713,0.2911488218793289,0.15832962706959713,0.12894054628719961,0.17658255266627135,0.0,0.02501296997070306,0.009358501434326118
tcp.connection.fin,CS2D1,CV,3.0,0.0,0.3871747920926036,0.084923683801245,0.08324911568839748,0.084923683801245,0.0513753412601616,0.011450471995828559,0.0,0.022014141082763637,0.00627508163452146
tcp.connection.fin_active,CS2D1,CV,3.0,0.0,0.380312266837988,0.0833333333333333,0.03169268890316564,0.0833333333333333,0.04592098867902262,0.0,0.0,0.02014698982238764,0.0048483371734619005
tcp.connection.fin_passive,CS2D1,CV,3.0,0.0,0.39096781418208537,0.0857400106635097,0.11473869387982691,0.0857400106635097,0.0509581179265837,0.01738901986879934,0.0,0.0221368312835693,0.00313191413879394
tcp.connection.rst,CS2D1,CV,3.0,0.0,0.38072321648563195,0.08703456104109233,0.06148287976852608,0.08703456104109233,0.05253070184105311,0.0013460352134256,0.0,0.01850705146789544,0.00625090599060058
tcp.connection.syn,CS2D1,CV,3.0,0.0,0.3910448860208739,0.08575737029693306,0.09589900166571495,0.08575737029693306,0.05107939400925134,0.01757095843633428,0.0,0.01496863365173336,0.009101343154907179
