Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
http.chat,AD-S2-1,SS,0.0,2.0,0.1158810470339201,0.0900316392326485,0.0232425782901744,0.0900316392326485,0.0333452506603651,0.0582158828028674,0.0,0.01195635795593258,0.010926485061645461
http.connection,AD-S2-1,SS,0.0,2.0,0.0666141772936135,0.0499395234995274,0.030028608275334,0.0499395234995274,0.0099995862351678,0.0027492808048275,0.0,0.011895608901977479,0.01013178825378412
http.content_length,AD-S2-1,SS,0.0,2.0,0.0694537663276369,0.0523270017591147,0.1261631011845885,0.0523270017591147,0.0144496489023418,0.0057483489264156,0.0,0.0101613044738769,0.01208567619323726
http.content_length_header,AD-S2-1,SS,0.0,2.0,0.0694537663276369,0.0523270017591147,0.1261631011845885,0.0523270017591147,0.0144496489023418,0.0057483489264156,0.0,0.011176013946533139,0.01294765472412104
http.notification,AD-S2-1,SS,0.0,2.0,0.1135835613609375,0.0861500072766855,0.028154940596919496,0.0861500072766855,0.0365862289361798,0.0532820294973794,0.0,0.011124086380004821,0.01094365119934076
http.prev_request_in,AD-S2-1,SS,0.0,2.0,0.0674660540038205,0.0508399930931895,0.0487874477843923,0.0508399930931895,0.0117521992540393,0.0036104028545091,0.0,0.013040208816528278,0.01005215644836422
http.prev_response_in,AD-S2-1,SS,0.0,2.0,0.0736615209871444,0.05509159055905451,0.0492645437476733,0.05509159055905451,0.0192177350308748,0.0102211621253973,0.0,0.018089532852172803,0.01010584831237788
http.request,AD-S2-1,SS,0.0,2.0,0.068408281274201,0.0518274797867727,0.0285069185174208,0.0518274797867727,0.0130061297017218,0.0046866873031317,0.0,0.01124410629272456,0.00844583511352534
http.request.method,AD-S2-1,SS,0.0,2.0,0.1174170065568692,0.0920820185437963,0.106201343239992,0.0920820185437963,0.046356130077437,0.059916951010749994,0.0,0.0118338584899902,0.009431838989257781
http.request_in,AD-S2-1,SS,0.0,2.0,0.0663302183902111,0.0495151360698835,0.0526997318528777,0.0495151360698835,0.0095728069426783,0.002377483466213,0.0,0.0109768390655517,0.011003017425537059
http.request_number,AD-S2-1,SS,0.0,2.0,0.0692214363157623,0.0522666001645727,0.0617025707171896,0.0522666001645727,0.014370296034868498,0.0054956428205074,0.0,0.01206359863281244,0.0092119216918945
http.response.code,AD-S2-1,SS,0.0,2.0,0.079030925706025,0.0593104883471285,0.0315973092606488,0.0593104883471285,0.0230073641061717,0.015994813941708,0.0,0.00893030166625972,0.01002497673034662
http.response.code.desc,AD-S2-1,SS,0.0,2.0,0.079030925706025,0.0593104883471285,0.0315973092606488,0.0593104883471285,0.0230073641061717,0.015994813941708,0.0,0.010174179077148399,0.00990433692932124
http.response,AD-S2-1,SS,0.0,2.0,0.079030925706025,0.0593104883471285,0.0315973092606488,0.0593104883471285,0.0230073641061717,0.015994813941708,0.0,0.008243179321289,0.01000995635986322
http.response.phrase,AD-S2-1,SS,0.0,2.0,0.079030925706025,0.0593104883471285,0.0315973092606488,0.0593104883471285,0.0230073641061717,0.015994813941708,0.0,0.0112432956695556,0.0090371131896972
http.response_number,AD-S2-1,SS,0.0,2.0,0.080244204656926,0.0608044063548845,0.080794510749011,0.0608044063548845,0.0285197286301834,0.017367246008724,0.0,0.01514234542846676,0.0098596096038818
http.time,AD-S2-1,SS,0.0,2.0,0.0687051474004853,0.0515131269398704,0.1134426129267625,0.0515131269398704,0.013278619223861702,0.0049141884868099,0.0,0.01816544532775874,0.00795359611511226
icmp.checksum,AD-S2-1,SS,0.0,2.0,0.0675305901182301,0.050631133504979095,0.0455131846194515,0.050631133504979095,0.0121056861167604,0.003697078702481,0.0,0.01408767700195308,0.00906119346618648
icmp.checksum.status,AD-S2-1,SS,0.0,2.0,0.0675693117868759,0.0504221359381208,0.0235080954641772,0.0504221359381208,0.0113777890075399,0.0037068584975723006,0.0,0.010994672775268522,0.01012482643127436
icmp.code,AD-S2-1,SS,0.0,2.0,0.0676338479012855,0.0504700424246591,0.0237659741673745,0.0504700424246591,0.0113928629347131,0.0037751860582551006,0.0,0.009687948226928679,0.01219820976257316
icmp.data_time_relative,AD-S2-1,SS,0.0,2.0,0.0641488977231658,0.0476190476190476,0.0030547094153888,0.0476190476190476,0.0057411315689461,0.0,0.0,0.00915942192077632,0.00949606895446772
icmp.ident,AD-S2-1,SS,0.0,2.0,0.0714285714285714,0.054024735735672805,0.13455194497458,0.054024735735672805,0.0181158550453416,0.0078717236084649,0.0,0.01190481185913082,0.009304094314575139
